symbol	NMF rank	MMF localization	SAFE domain	SAFE localization	Entrez	BioGRID	HGNC	RefSeq	UniProt
DNAJA1	19	miscellaneous	1	no prediction	3301	109534	HGNC:5229	NM_001314039	P31689
DNAJA2	19	miscellaneous	1	no prediction	10294	115582	HGNC:14884	NM_005880	O60884
DNAJA3	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	9093	114547	HGNC:11808	NM_001135110	Q96EY1
DNAJB11	6	ER lumen	4	ER lumen	51726	119699	HGNC:14889	NM_016306	Q9UBS4
DNAJB12	6	ER lumen	4	ER lumen	54788	120150	HGNC:14891	NM_001002762	Q9NXW2
DNAJB14	3	ER membrane	19	nuclear outer membrane-ER membrane network	79982	123047	HGNC:25881	NM_001031723.2	Q8TBM8
DNAJC1	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	64215	122105	HGNC:20090	NM_022365	Q96KC8
DNAJC10	6	ER lumen	4	ER lumen	54431	119947	HGNC:24637	NM_018981	Q8IXB1
DNAJC11	18	mitochondrial inner membrane, mitochondrial intermembrane space	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	55735	120854	HGNC:25570	NM_018198	Q9NVH1
DNAJC13	20	early endosome, recycling endosome	18	endosome, lysosome	23317	116908	HGNC:30343	NM_015268	O75165
DNAJC14	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	85406	124515	HGNC:24581	NM_032364	Q6Y2X3
DNAJC16	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	23341	116926	HGNC:29157	NM_015291	Q9Y2G8
DNAJC17	8	nucleolus	22	chromatin, nucleoplasm	55192	120489	HGNC:25556	NM_018163	Q9NVM6
DNAJC21	16	cytoplasmic ribonucleoprotein granule	-	-	134218	126389	HGNC:27030	NM_194283	Q5F1R6
DNAJC25	3	ER membrane	19	nuclear outer membrane-ER membrane network	548645	139240	HGNC:34187	NM_001015882	Q9H1X3
DNAJC3	6	ER lumen	4	ER lumen	5611	111597	HGNC:9439	NM_006260	Q13217
DNAJC30	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	84277	124004	HGNC:16410	NM_032317	Q96LL9
DNAJC7	19	miscellaneous	1	no prediction	7266	113117	HGNC:12392	NM_001144766	Q99615
DNAJC8	2	chromatin	22	chromatin, nucleoplasm	22826	116501	HGNC:15470	NM_014280	O75937
DNAJC9	2	chromatin	22	chromatin, nucleoplasm	23234	116839	HGNC:19123	NM_015190	Q8WXX5
DNM1L	13	mitochondrial outer membrane, peroxisome	2	mitochondrial outer membrane, peroxisome	10059	115370	HGNC:2973	NM_012062	O00429
DNM2	19	miscellaneous	-	-	1785	108122	HGNC:2974	NM_004945	P50570
DNMBP	5	actin cytoskeleton, cytosol	-	-	23268	116869	HGNC:30373	NM_015221	Q6XZF7
DNMT1	2	chromatin	22	chromatin, nucleoplasm	1786	108123	HGNC:2976	NM_001379	P26358
DNMT3A	2	chromatin	22	chromatin, nucleoplasm	1788	108125	HGNC:2978	NM_022552	Q9Y6K1
DNTTIP2	8	nucleolus	22	chromatin, nucleoplasm	30836	119052	HGNC:24013	NM_014597	Q5QJE6
DOCK1	11	plasma membrane	20	cell junction, plasma membrane	1793	108128	HGNC:2987	NM_001380	Q14185
DOCK11	11	plasma membrane	20	cell junction, plasma membrane	139818	126589	HGNC:23483	NM_144658	Q5JSL3
DOCK4	5	actin cytoskeleton, cytosol	1	no prediction	9732	115081	HGNC:19192	NM_014705	Q8N1I0
DOCK5	11	plasma membrane	20	cell junction, plasma membrane	80005	123062	HGNC:23476	NM_024940	Q9H7D0
DOCK7	11	plasma membrane	20	cell junction, plasma membrane	85440	124527	HGNC:19190	NM_033407	Q96N67
DOCK9	11	plasma membrane	20	cell junction, plasma membrane	23348	116930	HGNC:14132	NM_015296	Q9BZ29
DOLPP1	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	57171	121423	HGNC:29565	NM_020438	Q86YN1
DOPEY1	20	early endosome, recycling endosome	18	endosome, lysosome					
DOPEY2	20	early endosome, recycling endosome	18	endosome, lysosome					
DOT1L	12	centrosome	1	no prediction	84444	124082	HGNC:24948	NM_032482	Q8TEK3
DPF1	9	nucleoplasm	1	no prediction	8193	113836	HGNC:20225	NM_001135155	Q92782
DPY19L1	3	ER membrane	19	nuclear outer membrane-ER membrane network	23333	116920	HGNC:22205	NM_015283	Q2PZI1
DPY19L3	3	ER membrane	2	mitochondrial outer membrane, peroxisome	147991	127110	HGNC:27120	NM_207325	Q6ZPD9
DPY30	2	chromatin	22	chromatin, nucleoplasm	84661	124181	HGNC:24590	NM_032574	Q9C005
DPYSL2	5	actin cytoskeleton, cytosol	1	no prediction	1808	108142	HGNC:3014	NM_001386	Q16555
DPYSL3	5	actin cytoskeleton, cytosol	1	no prediction	1809	108143	HGNC:3015	NM_001387	Q14195
DPYSL4	5	actin cytoskeleton, cytosol	1	no prediction	10570	115821	HGNC:3016	NM_006426	O14531
DPYSL5	5	actin cytoskeleton, cytosol	1	no prediction	56896	121226	HGNC:20637	NM_020134	Q9BPU6
DR1	9	nucleoplasm	22	chromatin, nucleoplasm	1810	108144	HGNC:3017	NM_001938	Q01658
DRG1	19	miscellaneous	1	no prediction	4733	110810	HGNC:3029	NM_004147	Q9Y295
DROSHA	10	nuclear body	22	chromatin, nucleoplasm	29102	118870	HGNC:17904	NM_013235	Q9NRR4
DSC2	1	cell junction	20	cell junction, plasma membrane	1824	108158	HGNC:3036	NM_004949	Q02487
DSC3	14	Golgi apparatus	20	cell junction, plasma membrane	1825	108159	HGNC:3037	NM_001941	Q14574
DSG2	1	cell junction	20	cell junction, plasma membrane	1829	108163	HGNC:3049	NM_001943	Q14126
DSN1	2	chromatin	22	chromatin, nucleoplasm	79980	123045	HGNC:16165	NM_024918	Q9H410
DSP	5	actin cytoskeleton, cytosol	1	no prediction	1832	108166	HGNC:3052	NM_004415	P15924
DST	1	cell junction	20	cell junction, plasma membrane	667	107135	HGNC:1090	NM_001723	Q03001
DSTN	19	miscellaneous	-	-	11034	116223	HGNC:15750	NM_001011546	P60981
DTNA	1	cell junction	20	cell junction, plasma membrane	1837	108170	HGNC:3057	NM_001390	Q9Y4J8
DTNB	1	cell junction	-	-	1838	108171	HGNC:3058	NM_033147	O60941
DTNBP1	7	endosome, lysosome	1	no prediction	84062	123857	HGNC:17328	NM_032122	Q96EV8
DUSP12	19	miscellaneous	1	no prediction	11266	116424	HGNC:3067	NM_007240	Q9UNI6
DVL1	1	cell junction	-	-	1855	108188	HGNC:3084	NM_004421	O14640
DVL2	5	actin cytoskeleton, cytosol	1	no prediction	1856	108189	HGNC:3086	NM_004422	O14641
DVL3	5	actin cytoskeleton, cytosol	1	no prediction	1857	108190	HGNC:3087	NM_004423	Q92997
DYNC1H1	19	miscellaneous	15	microtubule cytoskeleton	1778	108117	HGNC:2961	NM_001376	Q14204
DYNC1I2	17	microtubule cytoskeleton	15	microtubule cytoskeleton	1781	108119	HGNC:2964	NM_001378	Q13409
DYNC1LI1	19	miscellaneous	15	microtubule cytoskeleton	51143	119327	HGNC:18745	NM_016141	Q9Y6G9
DYNC1LI2	19	miscellaneous	15	microtubule cytoskeleton	1783	108120	HGNC:2966	NM_006141	O43237
DZIP1	1	cell junction	20	cell junction, plasma membrane	22873	116540	HGNC:20908	NM_014934	Q86YF9
DZIP3	12	centrosome	1	no prediction	9666	115021	HGNC:30938	NM_014648	Q86Y13
E2F3	9	nucleoplasm	1	no prediction	1871	108203	HGNC:3115	NM_001243076	O00716
E2F6	9	nucleoplasm	22	chromatin, nucleoplasm	1876	108208	HGNC:3120	NM_001952	O75461
EAPP	19	miscellaneous	5	spliceosomal complex I	55837	120941	HGNC:19312	NM_018453	Q56P03
EARS2	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	124454	125866	HGNC:29419	NM_133451	Q5JPH6
EBAG9	14	Golgi apparatus	9	Golgi apparatus	9166	114607	HGNC:3123	NM_004215	O00559
EBNA1BP2	8	nucleolus	3	splicing speckles, nucleolus	10969	116166	HGNC:15531	NM_001159936	Q99848
EBP	3	ER membrane	19	nuclear outer membrane-ER membrane network	10682	115921	HGNC:3133	NM_006579	Q15125
EBPL	3	ER membrane	19	nuclear outer membrane-ER membrane network	84650	124173	HGNC:18061	NM_032565	Q9BY08
ECD	5	actin cytoskeleton, cytosol	-	-	11319	116450	HGNC:17029	NM_007265	O95905
ECE1	20	early endosome, recycling endosome	18	endosome, lysosome	1889	108218	HGNC:3146	NM_001397	P42892
ECH1	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	1891	108220	HGNC:3149	NM_001398	Q13011
ECHS1	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	1892	108221	HGNC:3151	NM_004092	P30084
ECI2	4	mitochondrial matrix	2	mitochondrial outer membrane, peroxisome	10455	115718	HGNC:14601	NM_006117	O75521
ECSIT	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	51295	119446	HGNC:29548	NM_016581	Q9BQ95
ECT2	11	plasma membrane	20	cell junction, plasma membrane	1894	108223	HGNC:3155	NM_018098	Q9H8V3
EDC3	19	miscellaneous	-	-	80153	123144	HGNC:26114	NM_025083	Q96F86
EDC4	5	actin cytoskeleton, cytosol	-	-	23644	117171	HGNC:17157	NM_014329	Q6P2E9
EDF1	17	microtubule cytoskeleton	-	-	8721	114260	HGNC:3164	NM_001281297	O60869
EDRF1	12	centrosome	1	no prediction	26098	117548	HGNC:24640	NM_015608	Q3B7T1
EEA1	7	endosome, lysosome	1	no prediction	8411	113999	HGNC:3185	NM_003566	Q15075
EED	2	chromatin	22	chromatin, nucleoplasm	8726	114265	HGNC:3188	NM_003797	O75530
EEF1E1	11	plasma membrane	1	no prediction	9521	114898	HGNC:3212	NM_004280	O43324
EEF2K	5	actin cytoskeleton, cytosol	20	cell junction, plasma membrane	29904	118953	HGNC:24615	NM_013302	O00418
EEPD1	11	plasma membrane	20	cell junction, plasma membrane	80820	123317	HGNC:22223	NM_030636	Q7L9B9
EFHD1	5	actin cytoskeleton, cytosol	20	cell junction, plasma membrane	80303	123216	HGNC:29556	NM_025202	Q9BUP0
EFL1	19	miscellaneous	1	no prediction	79631	122761	HGNC:25789	NM_024580	Q7Z2Z2
EFNB1	11	plasma membrane	20	cell junction, plasma membrane	1947	108267	HGNC:3226	NM_004429	P98172
EFNB2	11	plasma membrane	20	cell junction, plasma membrane	1948	108268	HGNC:3227	NM_004093	P52799
EFNB3	11	plasma membrane	20	cell junction, plasma membrane	1949	108269	HGNC:3228	NM_001406	Q15768
EFR3A	1	cell junction	20	cell junction, plasma membrane	23167	116779	HGNC:28970	NM_015137	Q14156
EFR3B	1	cell junction	20	cell junction, plasma membrane	22979	116628	HGNC:29155	NM_014971	Q9Y2G0
EFTUD2	19	miscellaneous	5	spliceosomal complex I	9343	114749	HGNC:30858	NM_004247	Q15029
EGFR	1	cell junction	20	cell junction, plasma membrane	1956	108276	HGNC:3236	NM_005228	P00533
EGLN1	19	miscellaneous	-	-	54583	120060	HGNC:1232	NM_022051	Q9GZT9
EHBP1	1	cell junction	1	no prediction	23301	116893	HGNC:29144	NM_015252	Q8NDI1
EHD1	11	plasma membrane	1	no prediction	10938	116138	HGNC:3242	NM_006795	Q9H4M9
EHD4	7	endosome, lysosome	-	-	30844	119054	HGNC:3245	NM_139265	Q9H223
EHHADH	12	centrosome	2	mitochondrial outer membrane, peroxisome	1962	108282	HGNC:3247	NM_001166415	Q08426
EHMT1	2	chromatin	22	chromatin, nucleoplasm	79813	122908	HGNC:24650	NM_024757	Q9H9B1
EHMT2	2	chromatin	22	chromatin, nucleoplasm	10919	116123	HGNC:14129	NM_006709	Q96KQ7
EI24	3	ER membrane	19	nuclear outer membrane-ER membrane network	9538	114914	HGNC:13276	NM_004879	O14681
EIF2A	16	cytoplasmic ribonucleoprotein granule	13	cytoplasmic ribonucleoprotein granule	83939	123822	HGNC:3254	NM_032025	Q9BY44
EIF2AK1	5	actin cytoskeleton, cytosol	1	no prediction	27102	118002	HGNC:24921	NM_014413	Q9BQI3
EIF2AK2	9	nucleoplasm	-	-	5610	111596	HGNC:9437	NM_002759	P19525
EIF2AK3	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	9451	114840	HGNC:3255	NM_004836	Q9NZJ5
EIF2S1	19	miscellaneous	-	-	1965	108285	HGNC:3265	NM_004094	P05198
EIF2S3	19	miscellaneous	1	no prediction	1968	108287	HGNC:3267	NM_001415	P41091
EIF3A	16	cytoplasmic ribonucleoprotein granule	13	cytoplasmic ribonucleoprotein granule	8661	114210	HGNC:3271	NM_003750	Q14152
EIF3B	8	nucleolus	1	no prediction	8662	114211	HGNC:3280	NM_001037283	P55884
EIF3C	16	cytoplasmic ribonucleoprotein granule	-	-	8663	114212	HGNC:3279	NM_003752	Q99613
EIF3CL	19	miscellaneous	-	-	728689	609110	HGNC:26347	NM_001099661	B5ME19
EIF3D	19	miscellaneous	-	-	8664	114213	HGNC:3278	NM_003753	O15371
EIF3F	9	nucleoplasm	-	-	8665	114214	HGNC:3275	NM_003754	O00303
EIF3G	16	cytoplasmic ribonucleoprotein granule	13	cytoplasmic ribonucleoprotein granule	8666	114215	HGNC:3274	NM_003755	O75821
EIF3H	12	centrosome	-	-	8667	114216	HGNC:3273	NM_003756	O15372
EIF3J	8	nucleolus	3	splicing speckles, nucleolus	8669	114218	HGNC:3270	NM_003758	O75822
EIF3K	15	nuclear outer membrane-ER membrane network	-	-	27335	118148	HGNC:24656	NM_013234	Q9UBQ5
EIF3L	16	cytoplasmic ribonucleoprotein granule	1	no prediction	51386	119516	HGNC:18138	NM_016091	Q9Y262
EIF4A2	18	mitochondrial inner membrane, mitochondrial intermembrane space	1	no prediction	1974	108290	HGNC:3284	NM_001967	Q14240
EIF4B	16	cytoplasmic ribonucleoprotein granule	13	cytoplasmic ribonucleoprotein granule	1975	108291	HGNC:3285	NM_001417	P23588
EIF4E2	16	cytoplasmic ribonucleoprotein granule	-	-	9470	114856	HGNC:3293	NM_004846	O60573
EIF4ENIF1	12	centrosome	14	centrosome enriched, P-body enriched	56478	121148	HGNC:16687	NM_019843	Q9NRA8
EIF4G2	16	cytoplasmic ribonucleoprotein granule	13	cytoplasmic ribonucleoprotein granule	1982	108297	HGNC:3297	NM_001418	P78344
EIF4H	16	cytoplasmic ribonucleoprotein granule	-	-	7458	113297	HGNC:12741	NM_022170	Q15056
EIF5B	16	cytoplasmic ribonucleoprotein granule	1	no prediction	9669	115024	HGNC:30793	NM_015904	O60841
ELAC2	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	60528	121937	HGNC:14198	NM_001165962	Q9BQ52
ELAVL1	19	miscellaneous	8	paraspeckles	1994	108309	HGNC:3312	NM_001419	Q15717
ELF1	2	chromatin	22	chromatin, nucleoplasm	1997	108312	HGNC:3316	NM_172373	P32519
ELF2	2	chromatin	22	chromatin, nucleoplasm	1998	108313	HGNC:3317	NM_006874	Q15723
ELL	9	nucleoplasm	1	no prediction	8178	113828	HGNC:23114	NM_006532	P55199
ELMOD3	1	cell junction	-	-	84173	123927	HGNC:26158	NM_032213	Q96FG2
ELMSAN1	2	chromatin	22	chromatin, nucleoplasm	91748	124872	HGNC:19853	NM_194278	Q6PJG2
ELOA	8	nucleolus	22	chromatin, nucleoplasm	6924	112786	HGNC:11620	NM_003198	Q14241
ELOVL1	3	ER membrane	1	no prediction	64834	122312	HGNC:14418	NM_022821	Q9BW60
ELOVL2	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	54898	120244	HGNC:14416	NM_017770	Q9NXB9
ELOVL4	3	ER membrane	19	nuclear outer membrane-ER membrane network	6785	112661	HGNC:14415	NM_022726	Q9GZR5
ELP1	5	actin cytoskeleton, cytosol	-	-	8518	114090	HGNC:5959	NM_001318360	O95163
ELP4	5	actin cytoskeleton, cytosol	-	-	26610	117764	HGNC:1171	NM_019040	Q96EB1
ELP6	5	actin cytoskeleton, cytosol	-	-	54859	120209	HGNC:25976	NM_017713	Q0PNE2
EMC1	6	ER lumen	4	ER lumen	23065	116700	HGNC:28957	NM_015047	Q8N766
EMC2	15	nuclear outer membrane-ER membrane network	13	cytoplasmic ribonucleoprotein granule	9694	115046	HGNC:28963	NM_014673	Q15006
EMC7	3	ER membrane	19	nuclear outer membrane-ER membrane network	56851	121211	HGNC:24301	NM_020154	Q9NPA0
EMC8	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	10328	115611	HGNC:7864	NM_006067	O43402
EMD	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	2010	108325	HGNC:3331	NM_000117	P50402
EML4	17	microtubule cytoskeleton	15	microtubule cytoskeleton	27436	118169	HGNC:1316	NM_019063	Q9HC35
EMSY	10	nuclear body	22	chromatin, nucleoplasm	56946	121270	HGNC:18071	NM_020193	Q7Z589
ENAH	5	actin cytoskeleton, cytosol	20	cell junction, plasma membrane	55740	120858	HGNC:18271	NM_018212	Q8N8S7
ENDOG	18	mitochondrial inner membrane, mitochondrial intermembrane space	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	2021	108336	HGNC:3346	NM_004435	Q14249
ENO1	19	miscellaneous	-	-	2023	108338	HGNC:3350	NM_001428	P06733
ENPP1	6	ER lumen	4	ER lumen	5167	111193	HGNC:3356	NM_006208	P22413
ENSA	5	actin cytoskeleton, cytosol	-	-	2029	108343	HGNC:3360	NM_207042	O43768
EP400	10	nuclear body	22	chromatin, nucleoplasm	57634	121676	HGNC:11958	NM_015409	Q96L91
EPAS1	10	nuclear body	3	splicing speckles, nucleolus	2034	108348	HGNC:3374	NM_001430	Q99814
EPB41	1	cell junction	20	cell junction, plasma membrane	2035	108349	HGNC:3377	NM_203342	P11171
EPB41L1	1	cell junction	20	cell junction, plasma membrane	2036	108350	HGNC:3378	NM_012156	Q9H4G0
EPB41L2	1	cell junction	20	cell junction, plasma membrane	2037	108351	HGNC:3379	NM_001135554	O43491
EPB41L3	1	cell junction	20	cell junction, plasma membrane	23136	116753	HGNC:3380	NM_012307	Q9Y2J2
EPB41L4A	1	cell junction	-	-	64097	122058	HGNC:13278	NM_001347887	Q9HCS5
EPB41L4B	1	cell junction	20	cell junction, plasma membrane	54566	120044	HGNC:19818	NM_018424	Q9H329
EPB41L5	1	cell junction	20	cell junction, plasma membrane	57669	121701	HGNC:19819	NM_020909	Q9HCM4
EPHA2	11	plasma membrane	20	cell junction, plasma membrane	1969	108288	HGNC:3386	NM_004431	P29317
EPHA3	1	cell junction	20	cell junction, plasma membrane	2042	108356	HGNC:3387	NM_005233	P29320
EPHA4	1	cell junction	20	cell junction, plasma membrane	2043	108357	HGNC:3388	NM_001304536	P54764
EPHA7	11	plasma membrane	20	cell junction, plasma membrane	2045	108359	HGNC:3390	NM_001288629	Q15375
EPHB2	11	plasma membrane	20	cell junction, plasma membrane	2048	108362	HGNC:3393	NM_017449	P29323
EPHB3	14	Golgi apparatus	-	-	2049	108363	HGNC:3394	NM_004443	P54753
EPHB4	11	plasma membrane	20	cell junction, plasma membrane	2050	108364	HGNC:3395	NM_004444	P54760
EPN1	11	plasma membrane	6	clathrin coat	29924	118965	HGNC:21604	NM_013333	Q9Y6I3
EPN2	5	actin cytoskeleton, cytosol	18	endosome, lysosome	22905	116569	HGNC:18639	NM_014964	O95208
EPPK1	19	miscellaneous	1	no prediction	83481	123666	HGNC:15577	NM_031308	P58107
EPRS	5	actin cytoskeleton, cytosol	20	cell junction, plasma membrane	2058	108372	HGNC:3418	NM_004446	P07814
EPS15	5	actin cytoskeleton, cytosol	6	clathrin coat	2060	108374	HGNC:3419	NM_001981	P42566
EPS15L1	5	actin cytoskeleton, cytosol	6	clathrin coat	58513	121840	HGNC:24634	NM_021235	Q9UBC2
EPS8	11	plasma membrane	20	cell junction, plasma membrane	2059	108373	HGNC:3420	NM_004447	Q12929
ERAL1	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	26284	117666	HGNC:3424	NM_001317985	O75616
ERAP1	6	ER lumen	4	ER lumen	51752	119713	HGNC:18173	NM_016442	Q9NZ08
ERAP2	6	ER lumen	4	ER lumen	64167	122092	HGNC:29499	NM_022350	Q6P179
ERBB2	1	cell junction	20	cell junction, plasma membrane	2064	108376	HGNC:3430	NM_004448	P04626
ERBB4	1	cell junction	1	no prediction	2066	108378	HGNC:3432	NM_001042599	Q15303
ERBIN	1	cell junction	20	cell junction, plasma membrane	55914	120997	HGNC:15842	NM_018695	Q96RT1
ERC1	12	centrosome	-	-	23085	116714	HGNC:17072	NM_015064	Q8IUD2
ERC2	14	Golgi apparatus	1	no prediction	26059	117521	HGNC:31922	NM_015576	O15083
ERCC1	2	chromatin	22	chromatin, nucleoplasm	2067	108379	HGNC:3433	NM_001983	P07992
ERCC4	2	chromatin	22	chromatin, nucleoplasm	2072	108384	HGNC:3436	NM_005236	Q92889
ERCC5	2	chromatin	22	chromatin, nucleoplasm	2073	108385	HGNC:3437	NM_000123	P28715
ERCC6	9	nucleoplasm	22	chromatin, nucleoplasm	2074	108386	HGNC:3438	NM_000124	Q03468
ERCC6L	5	actin cytoskeleton, cytosol	1	no prediction	54821	120176	HGNC:20794	NM_017669	Q2NKX8
ERGIC1	3	ER membrane	1	no prediction	57222	121458	HGNC:29205	NM_020462	Q969X5
ERGIC2	14	Golgi apparatus	-	-	51290	119441	HGNC:30208	NM_016570	Q96RQ1
ERGIC3	14	Golgi apparatus	1	no prediction	51614	119638	HGNC:15927	NM_015966	Q9Y282
ERH	10	nuclear body	3	splicing speckles, nucleolus	2079	108390	HGNC:3447	NM_004450	P84090
ERICH1	2	chromatin	22	chromatin, nucleoplasm	157697	127615	HGNC:27234	NM_207332	Q86X53
ERICH5	1	cell junction	1	no prediction	203111	128453	HGNC:26823	NM_173549	Q6P6B1
ERLIN1	6	ER lumen	4	ER lumen	10613	115859	HGNC:16947	NM_006459	O75477
ERLIN2	6	ER lumen	4	ER lumen	11160	116331	HGNC:1356	NM_007175	O94905
ERN1	3	ER membrane	2	mitochondrial outer membrane, peroxisome	2081	108391	HGNC:3449	NM_001433	O75460
ERO1A	6	ER lumen	4	ER lumen	30001	119025	HGNC:13280	NM_014584	Q96HE7
ERO1B	6	ER lumen	4	ER lumen	56605	121155	HGNC:14355	NM_019891	Q86YB8
ERP29	6	ER lumen	4	ER lumen	10961	116160	HGNC:13799	NM_001034025	P30040
ERP44	6	ER lumen	4	ER lumen	23071	116704	HGNC:18311	NM_015051	Q9BS26
ESF1	8	nucleolus	3	splicing speckles, nucleolus	51575	119620	HGNC:15898	NM_016649	Q9H501
ESPL1	17	microtubule cytoskeleton	15	microtubule cytoskeleton	9700	115052	HGNC:16856	NM_012291	Q14674
ESS2	2	chromatin	22	chromatin, nucleoplasm	8220	113855	HGNC:16817	NM_022719	Q96DF8
ESYT1	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	23344	116927	HGNC:29534	NM_015292	Q9BSJ8
ESYT2	15	nuclear outer membrane-ER membrane network	1	no prediction	57488	121556	HGNC:22211	NM_020728	A0FGR8
ETAA1	12	centrosome	14	centrosome enriched, P-body enriched	54465	119971	HGNC:24648	NM_019002	Q9NY74
ETFA	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	2108	108409	HGNC:3481	NM_000126	P13804
ETFB	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	2109	108410	HGNC:3482	NM_001014763	P38117
ETFRF1	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	144363	126846	HGNC:27052	NM_001001660	Q6IPR1
EVI5	20	early endosome, recycling endosome	18	endosome, lysosome	7813	113584	HGNC:3501	NM_005665	O60447
